web-scraper-start-url,link-href
https://www.skysports.com/premier-league-results/2017-18,https://www.skysports.com/football/watford-vs-everton/373375
https://www.skysports.com/premier-league-results/2010-11,https://www.skysports.com/football/birmham-vs-everton/215166
https://www.skysports.com/premier-league-results/2015-16,https://www.skysports.com/football/chelsea-vs-a-villa/341267
https://www.skysports.com/la-liga-results/2013-14,https://www.skysports.com/football/valencia-vs-levante/306221
https://www.skysports.com/serie-a-results/2011-12,https://www.skysports.com/football/siena-vs-cesena/247837
https://www.skysports.com/la-liga-results/2011-12,https://www.skysports.com/football/granada-vs-villarreal/249970
https://www.skysports.com/premier-league-results/2016-17,https://www.skysports.com/football/mboro-vs-hull-city/356469
https://www.skysports.com/la-liga-results/2012-13,https://www.skysports.com/football/barcelona-vs-valencia/268213
https://www.skysports.com/la-liga-results/2018-19,https://www.skysports.com/football/ath-bilbao-vs-levante/399594
https://www.skysports.com/serie-a-results/2018-19,https://www.skysports.com/football/frosinone-vs-ac-milan/400005
https://www.skysports.com/premier-league-results/2010-11,https://www.skysports.com/football/fulham-vs-everton/215397
https://www.skysports.com/serie-a-results/2018-19,https://www.skysports.com/football/torino-vs-empoli/400010
https://www.skysports.com/premier-league-results/2013-14,https://www.skysports.com/football/c-palace-vs-liverpool/287649
https://www.skysports.com/serie-a-results/2015-16,https://www.skysports.com/football/sassuolo-vs-inter/350628
https://www.skysports.com/premier-league-results/2010-11,https://www.skysports.com/football/everton-vs-blackburn/215385
https://www.skysports.com/premier-league-results/2015-16,https://www.skysports.com/football/chelsea-vs-sland/341348
https://www.skysports.com/premier-league-results/2014-15,https://www.skysports.com/football/everton-vs-leicester/313640
https://www.skysports.com/la-liga-results/2011-12,https://www.skysports.com/football/r-vallecano-vs-zaragoza/244031
https://www.skysports.com/premier-league-results/2014-15,https://www.skysports.com/football/arsenal-vs-leicester/313627
https://www.skysports.com/la-liga-results/2016-17,https://www.skysports.com/football/granada-vs-osasuna/362865
https://www.skysports.com/serie-a-results/2015-16,https://www.skysports.com/football/genoa-vs-bologna/350402
https://www.skysports.com/premier-league-results/2013-14,https://www.skysports.com/football/c-palace-vs-hull-city/287507
https://www.skysports.com/bundesliga-results/2016-17,https://www.skysports.com/football/freiburg-vs-mgladbach/360235
https://www.skysports.com/bundesliga-results/2018-19,https://www.skysports.com/football/hannover-vs-hoffenheim/394997
https://www.skysports.com/la-liga-results/2018-19,https://www.skysports.com/football/a-madrid-vs-girona/399595
https://www.skysports.com/la-liga-results/2011-12,https://www.skysports.com/football/barcelona-vs-ath-bilbao/258219
https://www.skysports.com/serie-a-results/2015-16,https://www.skysports.com/football/torino-vs-carpi/350508
https://www.skysports.com/bundesliga-results/2012-13,https://www.skysports.com/football/wolfsburg-vs-greuther-furth/264968
https://www.skysports.com/premier-league-results/2014-15,https://www.skysports.com/football/soton-vs-west-ham/313632
https://www.skysports.com/premier-league-results/2017-18,https://www.skysports.com/football/w-brom-vs-stoke/373126
https://www.skysports.com/bundesliga-results/2010-11,https://www.skysports.com/football/wolfsburg-vs-leverkusen/220830
https://www.skysports.com/serie-a-results/2014-15,https://www.skysports.com/football/juventus-vs-cagliari/323557
https://www.skysports.com/premier-league-results/2017-18,https://www.skysports.com/football/liverpool-vs-tottenham/373353
https://www.skysports.com/bundesliga-results/2019-20,https://www.skysports.com/football/leverkusen-vs-w-bremen/412806
https://www.skysports.com/bundesliga-results/2016-17,https://www.skysports.com/football/hoffenheim-vs-leverkusen/360442
https://www.skysports.com/premier-league-results/2018-19,https://www.skysports.com/football/man-utd-vs-arsenal/390901
https://www.skysports.com/serie-a-results/2011-12,https://www.skysports.com/football/juventus-vs-lecce/257301
https://www.skysports.com/bundesliga-results/2016-17,https://www.skysports.com/football/b-dortmund-vs-mainz/360221
https://www.skysports.com/premier-league-results/2018-19,https://www.skysports.com/football/newcastle-vs-tottenham/390763
https://www.skysports.com/serie-a-results/2010-11,https://www.skysports.com/football/catania-vs-lecce/225592
https://www.skysports.com/premier-league-results/2018-19,https://www.skysports.com/football/chelsea-vs-newcastle/390970
https://www.skysports.com/bundesliga-results/2013-14,https://www.skysports.com/football/nurnberg-vs-fc-augsburg/290926
https://www.skysports.com/bundesliga-results/2018-19,https://www.skysports.com/football/hannover-vs-rb-leipzig/395132
https://www.skysports.com/la-liga-results/2018-19,https://www.skysports.com/football/r-madrid-vs-a-madrid/399371
https://www.skysports.com/serie-a-results/2012-13,https://www.skysports.com/football/bologna-vs-catania/271623
https://www.skysports.com/premier-league-results/2013-14,https://www.skysports.com/football/tottenham-vs-chelsea/287345
https://www.skysports.com/serie-a-results/2013-14,https://www.skysports.com/football/livorno-vs-lazio/302511
https://www.skysports.com/bundesliga-results/2017-18,https://www.skysports.com/football/stuttgart-vs-hertha/377674
https://www.skysports.com/premier-league-results/2016-17,https://www.skysports.com/football/tottenham-vs-man-utd/356702
https://www.skysports.com/la-liga-results/2017-18,https://www.skysports.com/football/real-betis-vs-getafe/382657
https://www.skysports.com/premier-league-results/2017-18,https://www.skysports.com/football/c-palace-vs-stoke/373218
https://www.skysports.com/premier-league-results/2014-15,https://www.skysports.com/football/sland-vs-liverpool/313594
https://www.skysports.com/serie-a-results/2013-14,https://www.skysports.com/football/ac-milan-vs-verona/302045
https://www.skysports.com/premier-league-results/2019-20,https://www.skysports.com/football/burnley-vs-everton/408053
https://www.skysports.com/serie-a-results/2011-12,https://www.skysports.com/football/fiorentina-vs-napoli/256566
https://www.skysports.com/premier-league-results/2014-15,https://www.skysports.com/football/stoke-vs-west-ham/313486
https://www.skysports.com/serie-a-results/2016-17,https://www.skysports.com/football/napoli-vs-pescara/365829
https://www.skysports.com/bundesliga-results/2010-11,https://www.skysports.com/football/leverkusen-vs-mainz/228498
https://www.skysports.com/bundesliga-results/2010-11,https://www.skysports.com/football/freiburg-vs-schalke/221081
https://www.skysports.com/premier-league-results/2014-15,https://www.skysports.com/football/soton-vs-stoke/313471
https://www.skysports.com/premier-league-results/2010-11,https://www.skysports.com/football/west-ham-vs-arsenal/215120
https://www.skysports.com/la-liga-results/2014-15,https://www.skysports.com/football/sociedad-vs-deportivo/322444
https://www.skysports.com/premier-league-results/2015-16,https://www.skysports.com/football/man-utd-vs-tottenham/341192
https://www.skysports.com/premier-league-results/2012-13,https://www.skysports.com/football/soton-vs-fulham/267528
https://www.skysports.com/la-liga-results/2014-15,https://www.skysports.com/football/deportivo-vs-granada/322330
https://www.skysports.com/serie-a-results/2013-14,https://www.skysports.com/football/napoli-vs-roma/299420
https://www.skysports.com/bundesliga-results/2018-19,https://www.skysports.com/football/leverkusen-vs-bay-munich/395128
https://www.skysports.com/serie-a-results/2010-11,https://www.skysports.com/football/brescia-vs-bologna/233986
https://www.skysports.com/la-liga-results/2010-11,https://www.skysports.com/football/osasuna-vs-sporting-g/223975
https://www.skysports.com/la-liga-results/2017-18,https://www.skysports.com/football/villarreal-vs-leganes/382881
https://www.skysports.com/la-liga-results/2014-15,https://www.skysports.com/football/r-madrid-vs-levante/322410
