name,team,position,rating,number,age,season
oscar-duarte-fifa-20,levante-ud,CB,73,6,31,fifa20
melero-fifa-20,levante-ud,CM,75,22,26,fifa20
coke-fifa-20,levante-ud,RB,75,23,33,fifa20
hernani-fifa-20,levante-ud,RM,76,8,28,fifa20
sergio-leon-fifa-20,levante-ud,ST,75,7,31,fifa20
clerc-fifa-20,levante-ud,LB,74,19,28,fifa20
bruno-fifa-20,levante-ud,CB,77,18,30,fifa20
nemanja-radoja-fifa-20,levante-ud,CM,76,5,27,fifa20
dani-cardenas-fifa-20,levante-ud,GK,63,26,23,fifa20
arturo-molina-fifa-20,levante-ud,CAM,66,27,24,fifa20
joan-monterde-fifa-20,levante-ud,CAM,63,31,22,fifa20
pablo-martinez-fifa-20,levante-ud,CM,63,36,22,fifa20
dani-sandoval-fifa-20,levante-ud,LM,62,32,22,fifa20
eliseo-falcon-fifa-20,levante-ud,CB,63,40,23,fifa20
gonzalo-pereira-fifa-20,levante-ud,CB,63,29,23,fifa20
victor-ruiz-fifa-20,levante-ud,CB,63,30,25,fifa20
soberon-fifa-20,levante-ud,ST,61,28,23,fifa20
marko-dmitrovic-fifa-20,sd-eibar,GK,80,1,28,fifa20
arbilla-fifa-20,sd-eibar,RB,76,23,33,fifa20
hugo-mallo-fifa-20,rc-celta,RB,77,2,29,fifa20
jeison-murillo-fifa-20,rc-celta,RCB,78,21,28,fifa20
nestor-araujo-fifa-20,rc-celta,LCB,76,4,28,fifa20
lucas-olaza-fifa-20,rc-celta,LB,75,15,25,fifa20
fran-beltran-fifa-20,rc-celta,RDM,76,8,21,fifa20
okay-yokuslu-fifa-20,rc-celta,LDM,78,5,26,fifa20
rafinha-fifa-20,rc-celta,RM,81,12,27,fifa20
pione-sisto-fifa-20,rc-celta,LM,76,11,25,fifa20
iago-aspas-fifa-20,rc-celta,RS,85,10,32,fifa20
fedor-smolov-fifa-20,rc-celta,LS,78,9,30,fifa20
filip-bradaric-fifa-20,rc-celta,CM,70,14,28,fifa20
denis-suarez-fifa-20,rc-celta,LM,79,6,26,fifa20
emmanuel-apeh-fifa-20,rc-celta,ST,69,29,23,fifa20
jorge-saenz-fifa-20,rc-celta,CB,72,16,23,fifa20
pape-cheikh-diop-fifa-20,rc-celta,CM,73,24,22,fifa20
gabriel-fernandez-fifa-20,rc-celta,ST,72,19,26,fifa20
santi-mina-fifa-20,rc-celta,ST,79,22,24,fifa20
esteban-burgos-fifa-20,sd-eibar,RCB,71,2,28,fifa20
bigas-fifa-20,sd-eibar,LCB,73,3,29,fifa20
brais-mendez-fifa-20,rc-celta,RM,76,23,23,fifa20
sergio-fifa-20,rc-celta,GK,74,1,33,fifa20
kevin-fifa-20,rc-celta,RB,69,20,27,fifa20
david-junca-fifa-20,rc-celta,LB,71,17,26,fifa20
joseph-aidoo-fifa-20,rc-celta,CB,75,18,24,fifa20
dragan-rosic-fifa-20,rc-celta,GK,64,35,23,fifa20
yaw-yeboah-fifa-20,rc-celta,RM,68,26,23,fifa20
juan-hernandez-fifa-20,rc-celta,RM,67,7,25,fifa20
iker-losada-fifa-20,rc-celta,ST,66,36,18,fifa20
dani-molina-fifa-20,rc-celta,CDM,64,30,24,fifa20
bermejo-fifa-20,rc-celta,CAM,63,28,22,fifa20
diego-pampin-fifa-20,rc-celta,LB,60,31,20,fifa20
carreira-fifa-20,rc-celta,RB,60,32,19,fifa20
javi-gomez-fifa-20,rc-celta,LM,64,33,21,fifa20
ivan-villar-fifa-20,rc-celta,GK,67,25,23,fifa20
jordi-masip-fifa-20,r-valladolid-cf,GK,81,1,31,fifa20
cote-fifa-20,sd-eibar,LB,78,15,30,fifa20
papakouli-diop-fifa-20,sd-eibar,RDM,78,8,34,fifa20
edu-exposito-fifa-20,sd-eibar,LDM,76,10,23,fifa20
pedro-leon-fifa-20,sd-eibar,RM,80,21,33,fifa20
takashi-inui-fifa-20,sd-eibar,LM,79,22,32,fifa20
fabian-orellana-fifa-20,sd-eibar,CAM,79,14,34,fifa20
kike-garcia-fifa-20,sd-eibar,ST,79,17,30,fifa20
javi-moyano-fifa-20,r-valladolid-cf,RB,69,17,34,fifa20
kiko-olivas-fifa-20,r-valladolid-cf,RCB,76,4,31,fifa20
mohammed-salisu-fifa-20,r-valladolid-cf,LCB,75,27,21,fifa20
raul-carnero-fifa-20,r-valladolid-cf,LB,72,6,31,fifa20
oscar-plano-fifa-20,r-valladolid-cf,RM,75,10,29,fifa20
michel-fifa-20,r-valladolid-cf,RCM,74,21,31,fifa20
ruben-alcaraz-fifa-20,r-valladolid-cf,LCM,79,14,29,fifa20
toni-villa-fifa-20,r-valladolid-cf,LM,77,19,25,fifa20
gonzalo-escalante-fifa-20,sd-eibar,CDM,77,5,27,fifa20
enes-unal-fifa-20,r-valladolid-cf,RS,77,9,23,fifa20
alvaro-tejero-fifa-20,sd-eibar,RB,73,24,23,fifa20
sergi-guardiola-fifa-20,r-valladolid-cf,LS,78,7,29,fifa20
rober-correa-fifa-20,sd-eibar,RB,69,20,27,fifa20
rafa-soares-fifa-20,sd-eibar,LB,73,11,25,fifa20
sebastian-cristoforo-fifa-20,sd-eibar,CDM,74,18,26,fifa20
ivan-ramis-fifa-20,sd-eibar,CB,76,4,35,fifa20
sergio-alvarez-fifa-20,sd-eibar,CDM,75,6,28,fifa20
quique-fifa-20,sd-eibar,ST,75,7,30,fifa20
charles-fifa-20,sd-eibar,ST,78,19,36,fifa20
yoel-fifa-20,sd-eibar,GK,74,13,31,fifa20
pablo-de-blasis-fifa-20,sd-eibar,RB,73,16,32,fifa20
paulo-oliveira-fifa-20,sd-eibar,CB,77,12,28,fifa20
zarco-fifa-20,sd-eibar,GK,60,30,22,fifa20
miguel-mari-fifa-20,sd-eibar,CM,64,27,23,fifa20
ekhi-bravo-fifa-20,sd-eibar,CAM,60,29,22,fifa20
cubero-fifa-20,sd-eibar,RB,57,31,20,fifa20
atienza-fifa-20,sd-eibar,CM,57,33,21,fifa20
pacheco-fifa-20,d-alaves,GK,82,1,28,fifa20
fede-fifa-20,r-valladolid-cf,CDM,73,16,23,fifa20
sandro-fifa-20,r-valladolid-cf,ST,74,20,25,fifa20
stiven-plaza-fifa-20,r-valladolid-cf,ST,69,31,21,fifa20
antonito-fifa-20,r-valladolid-cf,RB,71,18,32,fifa20
matheus-fernandes-fifa-20,r-valladolid-cf,CDM,71,8,22,fifa20
hervias-fifa-20,r-valladolid-cf,RM,73,11,27,fifa20
waldo-fifa-20,r-valladolid-cf,LM,75,23,24,fifa20
hatem-ben-arfa-fifa-20,r-valladolid-cf,CAM,79,3,33,fifa20
alex-remiro-fifa-20,real-sociedad,GK,77,1,25,fifa20
zaldua-fifa-20,real-sociedad,RB,77,2,28,fifa20
aritz-elustondo-fifa-20,real-sociedad,RCB,77,6,26,fifa20
sergi-enrich-fifa-20,sd-eibar,ST,79,9,30,fifa20
ximo-navarro-fifa-20,d-alaves,RB,75,23,30,fifa20
laguardia-fifa-20,d-alaves,RCB,79,5,30,fifa20
rodrigo-ely-fifa-20,d-alaves,LCB,75,4,26,fifa20
ruben-duarte-fifa-20,d-alaves,LB,76,3,24,fifa20
aleix-vidal-fifa-20,d-alaves,RM,76,18,30,fifa20
camarasa-fifa-20,d-alaves,RCM,76,10,26,fifa20
manu-garcia-fifa-20,d-alaves,LCM,77,19,34,fifa20
luis-rioja-fifa-20,d-alaves,LM,73,11,26,fifa20
lucas-perez-fifa-20,d-alaves,RS,78,7,31,fifa20
joselu-fifa-20,d-alaves,LS,75,9,30,fifa20
pere-pons-fifa-20,d-alaves,CM,76,20,27,fifa20
oliver-burke-fifa-20,d-alaves,ST,68,24,23,fifa20
borja-sainz-fifa-20,d-alaves,RM,66,29,19,fifa20
caro-fifa-20,r-valladolid-cf,GK,69,13,26,fifa20
pedro-porro-fifa-20,r-valladolid-cf,RB,73,2,20,fifa20
joaquin-fifa-20,r-valladolid-cf,CB,74,24,24,fifa20
nacho-fifa-20,r-valladolid-cf,LB,77,22,31,fifa20
samu-perez-fifa-20,r-valladolid-cf,GK,65,26,23,fifa20
javi-sanchez-fifa-20,r-valladolid-cf,CB,69,5,23,fifa20
miguel-fifa-20,r-valladolid-cf,ST,67,29,20,fifa20
diego-alende-fifa-20,r-valladolid-cf,CB,67,30,22,fifa20
apa-fifa-20,r-valladolid-cf,RB,67,42,20,fifa20
victor-fifa-20,r-valladolid-cf,RM,66,35,23,fifa20
kuki-zalazar-fifa-20,r-valladolid-cf,CAM,66,39,22,fifa20
kike-perez-fifa-20,r-valladolid-cf,CM,65,28,23,fifa20
miguel-rubio-fifa-20,r-valladolid-cf,CB,65,38,22,fifa20
corral-fifa-20,r-valladolid-cf,LB,60,34,22,fifa20
robin-le-normand-fifa-20,real-sociedad,LCB,75,24,23,fifa20
nacho-monreal-fifa-20,real-sociedad,LB,79,20,34,fifa20
zubeldia-fifa-20,real-sociedad,RCM,77,5,23,fifa20
merino-fifa-20,real-sociedad,LCM,80,8,24,fifa20
martin-odegaard-fifa-20,real-sociedad,CAM,82,21,21,fifa20
portu-fifa-20,real-sociedad,RW,83,7,28,fifa20
alexander-isak-fifa-20,real-sociedad,ST,78,19,20,fifa20
oyarzabal-fifa-20,real-sociedad,LW,83,10,23,fifa20
illarramendi-fifa-20,real-sociedad,CDM,82,4,30,fifa20
moya-fifa-20,real-sociedad,GK,79,13,36,fifa20
unai-simon-fifa-20,athletic-club,GK,79,1,23,fifa20
jeando-fuchs-fifa-20,d-alaves,CDM,69,25,22,fifa20
rafa-navarro-fifa-20,d-alaves,RB,70,12,26,fifa20
edgar-mendez-fifa-20,d-alaves,RM,74,16,30,fifa20
ljubomir-fejsa-fifa-20,d-alaves,CDM,76,15,31,fifa20
tomas-pina-fifa-20,d-alaves,CM,77,8,32,fifa20
roberto-fifa-20,d-alaves,GK,75,13,34,fifa20
adrian-marin-fifa-20,d-alaves,LB,72,17,23,fifa20
martin-fifa-20,d-alaves,RB,75,21,24,fifa20
lisandro-magallan-fifa-20,d-alaves,CB,75,6,26,fifa20
aritz-castro-fifa-20,d-alaves,GK,63,31,22,fifa20
zourdine-thior-fifa-20,real-sociedad,RW,64,38,23,fifa20
barrenetxea-fifa-20,real-sociedad,LW,72,22,18,fifa20
gorosabel-fifa-20,real-sociedad,RB,70,18,23,fifa20
ander-guevara-fifa-20,real-sociedad,CM,71,16,23,fifa20
luca-sangalli-fifa-20,real-sociedad,CM,73,23,25,fifa20
adnan-januzaj-fifa-20,real-sociedad,RW,80,11,25,fifa20
willian-jose-fifa-20,real-sociedad,ST,82,9,28,fifa20
aihen-munoz-fifa-20,real-sociedad,LB,72,12,22,fifa20
diego-llorente-fifa-20,real-sociedad,CB,77,3,26,fifa20
david-zurutuza-fifa-20,real-sociedad,CM,75,17,33,fifa20
zubiaurre-fifa-20,real-sociedad,GK,67,30,23,fifa20
roberto-lopez-fifa-20,real-sociedad,CAM,65,28,20,fifa20
jaume-fifa-20,valencia-cf,GK,77,1,29,fifa20
daniel-wass-fifa-20,valencia-cf,RB,80,18,31,fifa20
capa-fifa-20,athletic-club,RB,79,21,28,fifa20
yeray-fifa-20,athletic-club,RCB,80,5,25,fifa20
inigo-martinez-fifa-20,athletic-club,LCB,81,4,29,fifa20
yuri-berchiche-fifa-20,athletic-club,LB,81,17,30,fifa20
unai-lopez-fifa-20,athletic-club,RCM,78,8,24,fifa20
dani-garcia-fifa-20,athletic-club,LCM,80,14,30,fifa20
muniain-fifa-20,athletic-club,CAM,83,10,27,fifa20
inaki-williams-fifa-20,athletic-club,RW,82,9,26,fifa20
raul-garcia-fifa-20,athletic-club,ST,80,22,34,fifa20
cordoba-fifa-20,athletic-club,LW,77,11,23,fifa20
benat-fifa-20,athletic-club,CM,80,7,33,fifa20
herrerin-fifa-20,athletic-club,GK,79,13,32,fifa20
kenan-kodro-fifa-20,athletic-club,ST,69,23,26,fifa20
tachi-fifa-20,d-alaves,CB,65,27,22,fifa20
ismael-fifa-20,d-alaves,CM,65,35,19,fifa20
paulino-fifa-20,d-alaves,RM,64,32,23,fifa20
erik-ruiz-fifa-20,d-alaves,CB,64,36,25,fifa20
andrei-lupu-fifa-20,d-alaves,ST,64,33,22,fifa20
victor-lopez-fifa-20,d-alaves,RM,64,34,23,fifa20
perera-fifa-20,d-alaves,CDM,64,30,23,fifa20
javi-lopez-fifa-20,d-alaves,LB,60,28,18,fifa20
bojan-radulovic-fifa-20,d-alaves,ST,55,37,20,fifa20
sergio-asenjo-fifa-20,villarreal-cf,GK,82,1,31,fifa20
david-soria-fifa-20,getafe-cf,GK,82,13,27,fifa20
nais-djouahra-fifa-20,real-sociedad,LW,62,31,20,fifa20
arambarri-fifa-20,real-sociedad,CB,59,33,22,fifa20
julen-lobete-fifa-20,real-sociedad,ST,59,35,19,fifa20
zubimendi-fifa-20,real-sociedad,CM,61,36,21,fifa20
pacheco-fifa-20,real-sociedad,CB,57,26,19,fifa20
alkain-fifa-20,real-sociedad,RW,60,27,23,fifa20
martinez-fifa-20,real-sociedad,ST,57,29,21,fifa20
ezequiel-garay-fifa-20,valencia-cf,RCB,83,24,33,fifa20
gabriel-paulista-fifa-20,valencia-cf,LCB,83,5,29,fifa20
gaya-fifa-20,valencia-cf,LB,81,14,25,fifa20
ferran-torres-fifa-20,valencia-cf,RM,79,20,20,fifa20
parejo-fifa-20,valencia-cf,RCM,87,10,31,fifa20
geoffrey-kondogbia-fifa-20,valencia-cf,LCM,81,6,27,fifa20
carlos-soler-fifa-20,valencia-cf,LM,80,8,23,fifa20
rodrigo-fifa-20,valencia-cf,RS,83,19,29,fifa20
maximiliano-gomez-fifa-20,valencia-cf,LS,81,22,23,fifa20
francis-coquelin-fifa-20,valencia-cf,CM,80,17,29,fifa20
kevin-gameiro-fifa-20,valencia-cf,ST,80,9,33,fifa20
kangin-lee-fifa-20,valencia-cf,CAM,76,16,19,fifa20
cristiano-piccini-fifa-20,valencia-cf,RB,77,21,27,fifa20
joel-robles-fifa-20,real-betis,GK,78,1,30,fifa20
ibai-gomez-fifa-20,athletic-club,RW,79,19,30,fifa20
sancet-fifa-20,athletic-club,CM,71,34,20,fifa20
de-marcos-fifa-20,athletic-club,RB,77,18,31,fifa20
mikel-san-jose-fifa-20,athletic-club,CM,78,6,31,fifa20
vesga-fifa-20,athletic-club,CM,74,16,27,fifa20
villalibre-fifa-20,athletic-club,ST,71,25,22,fifa20
lekue-fifa-20,athletic-club,RB,73,15,27,fifa20
balenziaga-fifa-20,athletic-club,LB,74,24,32,fifa20
unai-nunez-fifa-20,athletic-club,CB,78,3,23,fifa20
ruben-pena-fifa-20,villarreal-cf,RB,79,20,28,fifa20
damian-suarez-fifa-20,getafe-cf,RB,79,22,32,fifa20
dakonam-djene-fifa-20,getafe-cf,RCB,83,2,28,fifa20
chema-rodriguez-fifa-20,getafe-cf,LCB,73,6,28,fifa20
mathias-olivera-fifa-20,getafe-cf,LB,76,17,22,fifa20
mauro-arambarri-fifa-20,getafe-cf,RDM,78,18,24,fifa20
nemanja-maksimovic-fifa-20,getafe-cf,LDM,79,20,25,fifa20
allan-nyom-fifa-20,getafe-cf,RM,75,12,32,fifa20
cucurella-fifa-20,getafe-cf,LM,79,15,21,fifa20
mata-fifa-20,getafe-cf,RS,80,7,31,fifa20
jorge-molina-fifa-20,getafe-cf,LS,80,19,38,fifa20
faycal-fajr-fifa-20,getafe-cf,CM,77,21,31,fifa20
tomas-vaclik-fifa-20,sevilla-fc,GK,81,1,31,fifa20
eliaquim-mangala-fifa-20,valencia-cf,CB,76,4,29,fifa20
ruben-sobrino-fifa-20,valencia-cf,ST,77,23,28,fifa20
mouctar-diakhaby-fifa-20,valencia-cf,CB,76,12,23,fifa20
goncalo-guedes-fifa-20,valencia-cf,LM,82,7,23,fifa20
jasper-cillessen-fifa-20,valencia-cf,GK,82,13,31,fifa20
emerson-fifa-20,real-betis,RB,75,22,21,fifa20
aissa-mandi-fifa-20,real-betis,RCB,80,23,28,fifa20
zouhair-feddal-fifa-20,real-betis,LCB,78,4,30,fifa20
alex-moreno-fifa-20,real-betis,LB,77,15,27,fifa20
bartra-fifa-20,real-betis,RDM,83,5,29,fifa20
andres-guardado-fifa-20,real-betis,LDM,80,18,33,fifa20
joaquin-fifa-20,real-betis,RM,80,17,38,fifa20
canales-fifa-20,real-betis,LM,84,10,29,fifa20
nabil-fekir-fifa-20,real-betis,CAM,85,8,26,fifa20
borja-iglesias-fifa-20,real-betis,ST,81,9,27,fifa20
william-carvalho-fifa-20,real-betis,CDM,82,14,28,fifa20
loren-fifa-20,real-betis,ST,81,16,26,fifa20
ander-iru-fifa-20,athletic-club,GK,61,35,21,fifa20
larrazabal-fifa-20,athletic-club,RW,68,12,22,fifa20
guruzeta-fifa-20,athletic-club,ST,68,30,23,fifa20
dani-vivian-fifa-20,athletic-club,CB,65,29,21,fifa20
jesus-areso-fifa-20,athletic-club,RB,64,28,21,fifa20
sillero-fifa-20,athletic-club,CB,63,26,22,fifa20
unai-vencedor-fifa-20,athletic-club,CM,66,27,19,fifa20
ezkieta-fifa-20,athletic-club,GK,65,31,23,fifa20
raul-albiol-fifa-20,villarreal-cf,RCB,83,3,34,fifa20
angel-fifa-20,getafe-cf,ST,80,9,33,fifa20
oghenekaro-etebo-fifa-20,getafe-cf,CM,72,5,24,fifa20
etxeita-fifa-20,getafe-cf,CB,74,16,32,fifa20
portillo-fifa-20,getafe-cf,RM,75,8,30,fifa20
amath-ndiaye-fifa-20,getafe-cf,LM,76,11,24,fifa20
antunes-fifa-20,getafe-cf,LB,79,3,33,fifa20
deyverson-fifa-20,getafe-cf,ST,75,14,29,fifa20
leandro-chichizola-fifa-20,getafe-cf,GK,76,1,30,fifa20
erick-cabaco-fifa-20,getafe-cf,CB,75,4,25,fifa20
kenedy-fifa-20,getafe-cf,LM,76,25,24,fifa20
jesus-navas-fifa-20,sevilla-fc,RB,82,16,34,fifa20
sergi-gomez-fifa-20,sevilla-fc,RCB,79,3,28,fifa20
diego-carlos-fifa-20,sevilla-fc,LCB,80,20,27,fifa20
reguilon-fifa-20,sevilla-fc,LB,80,23,23,fifa20
fernando-fifa-20,sevilla-fc,CDM,82,25,32,fifa20
ever-banega-fifa-20,sevilla-fc,RCM,84,10,32,fifa20
joan-jordan-fifa-20,sevilla-fc,LCM,79,24,26,fifa20
lucas-ocampos-fifa-20,sevilla-fc,RW,80,5,26,fifa20
luuk-de-jong-fifa-20,sevilla-fc,ST,81,19,29,fifa20
oliver-torres-fifa-20,sevilla-fc,LW,78,21,25,fifa20
suso-fifa-20,sevilla-fc,RW,81,14,26,fifa20
yassine-bounou-fifa-20,sevilla-fc,GK,77,13,29,fifa20
berrocal-fifa-20,sevilla-fc,CB,65,29,20,fifa20
pejino-fifa-20,sevilla-fc,LM,68,34,23,fifa20
nemanja-gudelj-fifa-20,sevilla-fc,CDM,78,17,28,fifa20
nolito-fifa-20,sevilla-fc,LW,78,8,33,fifa20
rony-lopes-fifa-20,sevilla-fc,LW,79,7,24,fifa20
jaume-costa-fifa-20,valencia-cf,LB,78,3,32,fifa20
alessandro-florenzi-fifa-20,valencia-cf,RB,81,25,29,fifa20
denis-cheryshev-fifa-20,valencia-cf,LM,79,11,29,fifa20
cristian-rivero-fifa-20,valencia-cf,GK,67,28,22,fifa20
manu-vallejo-fifa-20,valencia-cf,ST,75,15,23,fifa20
thierry-correia-fifa-20,valencia-cf,RB,71,2,21,fifa20
diego-lainez-fifa-20,real-betis,RM,72,20,20,fifa20
juanmi-fifa-20,real-betis,LW,76,7,27,fifa20
javi-garcia-fifa-20,real-betis,CDM,77,3,33,fifa20
sidnei-fifa-20,real-betis,CB,80,12,30,fifa20
cristian-tello-fifa-20,real-betis,LM,79,11,28,fifa20
pedraza-fifa-20,real-betis,LM,76,6,24,fifa20
dani-martin-fifa-20,real-betis,GK,67,13,22,fifa20
barragan-fifa-20,real-betis,RB,73,19,33,fifa20
alena-fifa-20,real-betis,CM,75,24,22,fifa20
guido-rodriguez-fifa-20,real-betis,CDM,77,21,25,fifa20
carlos-marin-fifa-20,real-betis,GK,60,31,23,fifa20
robert-fifa-20,real-betis,RM,67,33,19,fifa20
ramiro-funes-mori-fifa-20,villarreal-cf,LCB,76,6,29,fifa20
alberto-moreno-fifa-20,villarreal-cf,LB,76,18,28,fifa20
iborra-fifa-20,villarreal-cf,CDM,78,10,32,fifa20
gerard-moreno-fifa-20,villarreal-cf,RM,82,7,28,fifa20
manu-trigueros-fifa-20,villarreal-cf,RCM,79,14,28,fifa20
santi-cazorla-fifa-20,villarreal-cf,LCM,83,8,35,fifa20
moi-gomez-fifa-20,villarreal-cf,LM,75,23,26,fifa20
paco-alcacer-fifa-20,villarreal-cf,ST,82,17,26,fifa20
andre-franck-zambo-anguissa-fifa-20,villarreal-cf,CM,76,19,24,fifa20
carlos-bacca-fifa-20,villarreal-cf,ST,78,9,33,fifa20
ramiro-guerra-fifa-20,villarreal-cf,CDM,66,26,23,fifa20
jason-fifa-20,getafe-cf,RM,76,23,26,fifa20
jean-paul-garcia-fifa-20,getafe-cf,GK,60,30,18,fifa20
timor-fifa-20,getafe-cf,CM,72,24,30,fifa20
hugo-duro-fifa-20,getafe-cf,ST,68,26,20,fifa20
david-alba-fifa-20,getafe-cf,CB,66,32,21,fifa20
yacouba-diori-fifa-20,getafe-cf,CB,63,27,22,fifa20
alfon-fifa-20,getafe-cf,ST,61,29,21,fifa20
florent-poulolo-fifa-20,getafe-cf,CM,59,28,23,fifa20
guille-amor-fifa-20,getafe-cf,CM,56,34,19,fifa20
filip-manojlovic-fifa-20,getafe-cf,GK,70,31,24,fifa20
youssef-en-nesyri-fifa-20,sevilla-fc,ST,78,15,23,fifa20
munir-fifa-20,sevilla-fc,ST,79,11,24,fifa20
jules-kounde-fifa-20,sevilla-fc,CB,78,12,21,fifa20
escudero-fifa-20,sevilla-fc,LB,78,18,30,fifa20
franco-vazquez-fifa-20,sevilla-fc,CM,80,22,31,fifa20
luis-alberto-garcia-fifa-20,sevilla-fc,GK,63,27,22,fifa20
jose-lara-fifa-20,sevilla-fc,RM,64,26,20,fifa20
pepe-mena-fifa-20,sevilla-fc,CDM,63,32,22,fifa20
jose-amo-fifa-20,sevilla-fc,CB,63,28,22,fifa20
genaro-fifa-20,sevilla-fc,CM,61,33,22,fifa20
javi-vazquez-fifa-20,sevilla-fc,LWB,60,35,19,fifa20
pablo-perez-fifa-20,sevilla-fc,LB,60,40,19,fifa20
javi-diaz-fifa-20,sevilla-fc,GK,65,31,23,fifa20
pol-valentin-fifa-20,valencia-cf,RB,66,30,23,fifa20
jordi-escobar-fifa-20,valencia-cf,ST,65,29,18,fifa20
edgar-fifa-20,real-betis,CDM,68,32,23,fifa20
ivan-fifa-20,real-betis,LM,63,36,23,fifa20
paul-akouokou-fifa-20,real-betis,CM,64,26,22,fifa20
raul-garcia-fifa-20,real-betis,ST,65,35,19,fifa20
daniel-rebollo-fifa-20,real-betis,GK,63,30,20,fifa20
julio-alonso-fifa-20,real-betis,LB,61,40,21,fifa20
melendez-fifa-20,real-betis,CM,60,34,21,fifa20
altamirano-fifa-20,real-betis,LW,60,29,23,fifa20
javi-fernandez-fifa-20,villarreal-cf,CB,68,35,22,fifa20
manu-morlanes-fifa-20,villarreal-cf,CM,73,15,21,fifa20
samuel-chukwueze-fifa-20,villarreal-cf,RM,77,11,21,fifa20
bruno-fifa-20,villarreal-cf,CM,76,21,36,fifa20
ontiveros-fifa-20,villarreal-cf,LM,75,24,22,fifa20
andres-fernandez-fifa-20,villarreal-cf,GK,78,13,33,fifa20
dario-ramos-fifa-20,getafe-cf,GK,60,33,20,fifa20
lukasz-skorupski-fifa-20,bologna,GK,76,28,29,fifa20
takehiro-tomiyasu-fifa-20,bologna,RB,72,14,21,fifa20
danilo-fifa-20,bologna,RCB,76,23,36,fifa20
neftali-manzambi-fifa-20,valencia-cf,ST,65,31,23,fifa20
javi-jimenez-fifa-20,valencia-cf,CB,64,32,23,fifa20
guillamon-fifa-20,valencia-cf,CB,63,33,20,fifa20
gozalbez-fifa-20,valencia-cf,CAM,63,38,19,fifa20
esquerdo-fifa-20,valencia-cf,CAM,62,34,21,fifa20
quintilla-fifa-20,villarreal-cf,LB,73,16,23,fifa20
pau-torres-fifa-20,villarreal-cf,CB,78,4,23,fifa20
mario-gaspar-fifa-20,villarreal-cf,RB,79,2,29,fifa20
mariano-barbosa-fifa-20,villarreal-cf,GK,75,25,35,fifa20
simon-moreno-fifa-20,villarreal-cf,ST,65,28,23,fifa20
carlos-blanco-fifa-20,villarreal-cf,CB,65,31,24,fifa20
rafa-mujica-fifa-20,villarreal-cf,ST,65,38,21,fifa20
sofian-chakla-fifa-20,villarreal-cf,CB,64,22,26,fifa20
migue-leal-fifa-20,villarreal-cf,RB,64,36,23,fifa20
pepe-castano-fifa-20,villarreal-cf,CB,63,33,21,fifa20
sergio-lozano-fifa-20,villarreal-cf,CM,63,51,21,fifa20
fer-nino-fifa-20,villarreal-cf,ST,64,34,19,fifa20
andrei-ratiu-fifa-20,villarreal-cf,RB,62,27,22,fifa20
mattia-bani-fifa-20,bologna,LCB,73,13,26,fifa20
stefano-denswil-fifa-20,bologna,LB,74,4,27,fifa20
jerdy-schouten-fifa-20,bologna,RDM,73,30,23,fifa20
andrea-poli-fifa-20,bologna,LDM,76,16,30,fifa20
riccardo-orsolini-fifa-20,bologna,RAM,76,7,23,fifa20
roberto-soriano-fifa-20,bologna,CAM,78,21,29,fifa20
nicola-sansone-fifa-20,bologna,LAM,77,10,28,fifa20
rodrigo-palacio-fifa-20,bologna,ST,76,24,38,fifa20
musa-barrow-fifa-20,bologna,ST,70,99,21,fifa20
gary-medel-fifa-20,bologna,CDM,77,5,32,fifa20
musa-juwara-fifa-20,bologna,ST,60,26,18,fifa20
andri-fannar-baldursson-fifa-20,bologna,CM,59,34,18,fifa20
mitchell-dijks-fifa-20,bologna,LB,72,35,27,fifa20
ladislav-krejci-fifa-20,bologna,LW,73,11,28,fifa20
mattias-svanberg-fifa-20,bologna,CM,69,32,21,fifa20
andreas-skov-olsen-fifa-20,bologna,RW,72,17,20,fifa20
federico-santander-fifa-20,bologna,ST,74,9,29,fifa20
da-costa-fifa-20,bologna,GK,72,1,36,fifa20
ibrahima-mbaye-fifa-20,bologna,RB,72,15,25,fifa20
nicolas-dominguez-fifa-20,bologna,CM,76,8,22,fifa20
federico-bonini-fifa-20,bologna,CB,53,2,18,fifa20
mouhamadou-sarr-fifa-20,bologna,GK,62,97,23,fifa20
gabriele-corbo-fifa-20,bologna,CB,62,25,20,fifa20
marc-andre-ter-stegen-fifa-20,fc-barcelona,GK,90,1,28,fifa20
sergi-roberto-fifa-20,fc-barcelona,RB,82,20,28,fifa20
pique-fifa-20,fc-barcelona,RCB,88,3,33,fifa20
clement-lenglet-fifa-20,fc-barcelona,LCB,86,15,25,fifa20
jordi-alba-fifa-20,fc-barcelona,LB,86,18,31,fifa20
sergio-busquets-fifa-20,fc-barcelona,CDM,88,5,32,fifa20
frenkie-de-jong-fifa-20,fc-barcelona,RCM,86,21,23,fifa20
arthur-fifa-20,fc-barcelona,LCM,85,8,23,fifa20
lionel-messi-fifa-20,fc-barcelona,RW,94,10,33,fifa20
luis-suarez-fifa-20,fc-barcelona,ST,89,9,33,fifa20
antoine-griezmann-fifa-20,fc-barcelona,LW,89,17,29,fifa20
arturo-vidal-fifa-20,fc-barcelona,CM,84,22,33,fifa20
martin-braithwaite-fifa-20,fc-barcelona,ST,76,19,29,fifa20
matheus-pereira-fifa-20,fc-barcelona,CAM,71,37,22,fifa20
riqui-puig-fifa-20,fc-barcelona,CM,71,28,20,fifa20
arda-turan-fifa-20,fc-barcelona,LM,76,7,33,fifa20
