name,team,position,rating,number,age,season
jonjoe-kenny-fifa-20,fc-schalke-04,RB,75,20,23,fifa20
jean-clair-todibo-fifa-20,fc-schalke-04,RCB,73,21,20,fifa20
matija-nastasic-fifa-20,fc-schalke-04,LCB,80,5,27,fifa20
bastian-oczipka-fifa-20,fc-schalke-04,LB,75,24,31,fifa20
weston-mckennie-fifa-20,fc-schalke-04,CDM,76,2,21,fifa20
alessandro-schopf-fifa-20,fc-schalke-04,RCM,75,28,26,fifa20
suat-serdar-fifa-20,fc-schalke-04,LCM,78,8,23,fifa20
amine-harit-fifa-20,fc-schalke-04,CAM,79,25,23,fifa20
benito-raman-fifa-20,fc-schalke-04,RS,76,9,25,fifa20
michael-gregoritsch-fifa-20,fc-schalke-04,LS,76,11,26,fifa20
omar-mascarell-fifa-20,fc-schalke-04,CDM,79,6,27,fifa20
rabbi-matondo-fifa-20,fc-schalke-04,LM,68,14,19,fifa20
ozan-kabak-fifa-20,fc-schalke-04,CB,77,4,20,fifa20
salif-sane-fifa-20,fc-schalke-04,CB,80,26,29,fifa20
benjamin-stambouli-fifa-20,fc-schalke-04,CB,78,17,29,fifa20
daniel-caligiuri-fifa-20,fc-schalke-04,RM,78,18,32,fifa20
miranda-fifa-20,fc-schalke-04,LB,68,3,20,fifa20
ahmed-kutucu-fifa-20,fc-schalke-04,ST,68,15,20,fifa20
guido-burgstaller-fifa-20,fc-schalke-04,ST,75,19,31,fifa20
markus-schubert-fifa-20,fc-schalke-04,GK,70,23,22,fifa20
timo-becker-fifa-20,fc-schalke-04,CB,62,31,23,fifa20
nassim-boujellab-fifa-20,fc-schalke-04,CAM,65,16,21,fifa20
malick-thiaw-fifa-20,fc-schalke-04,CB,63,33,18,fifa20
munir-mercan-fifa-20,fc-schalke-04,CM,60,37,19,fifa20
michael-langer-fifa-20,fc-schalke-04,GK,65,34,35,fifa20
jiri-pavlenka-fifa-20,sv-werder-bremen,GK,82,1,28,fifa20
omer-toprak-fifa-20,sv-werder-bremen,RCB,78,21,30,fifa20
kevin-vogt-fifa-20,sv-werder-bremen,CB,79,3,28,fifa20
niklas-moisander-fifa-20,sv-werder-bremen,LCB,77,18,34,fifa20
leonardo-bittencourt-fifa-20,sv-werder-bremen,RM,77,10,26,fifa20
maximilian-eggestein-fifa-20,sv-werder-bremen,RCM,78,35,23,fifa20
davy-klaassen-fifa-20,sv-werder-bremen,LCM,78,30,27,fifa20
ludwig-augustinsson-fifa-20,sv-werder-bremen,LM,76,5,26,fifa20
yuya-osako-fifa-20,sv-werder-bremen,RF,75,8,30,fifa20
milot-rashica-fifa-20,sv-werder-bremen,LF,80,7,24,fifa20
davie-selke-fifa-20,sv-werder-bremen,ST,76,9,25,fifa20
philipp-bargfrede-fifa-20,sv-werder-bremen,CDM,75,44,31,fifa20
nuri-sahin-fifa-20,sv-werder-bremen,CDM,76,17,31,fifa20
josh-sargent-fifa-20,sv-werder-bremen,ST,69,19,20,fifa20
kevin-mohwald-fifa-20,sv-werder-bremen,CM,74,6,27,fifa20
johannes-eggestein-fifa-20,sv-werder-bremen,RW,72,24,22,fifa20
theodor-gebre-selassie-fifa-20,sv-werder-bremen,RB,76,23,33,fifa20
marco-friedl-fifa-20,sv-werder-bremen,LB,68,32,22,fifa20
fin-bartels-fifa-20,sv-werder-bremen,RM,74,22,33,fifa20
stefanos-kapino-fifa-20,sv-werder-bremen,GK,73,27,26,fifa20
milos-veljkovic-fifa-20,sv-werder-bremen,CB,74,13,24,fifa20
michael-lang-fifa-20,sv-werder-bremen,RB,74,4,29,fifa20
sebastian-langkamp-fifa-20,sv-werder-bremen,CB,74,15,32,fifa20
maik-nawrocki-fifa-20,sv-werder-bremen,CB,59,50,19,fifa20
christian-gross-fifa-20,sv-werder-bremen,CB,69,36,31,fifa20
nick-woltemade-fifa-20,sv-werder-bremen,ST,61,41,18,fifa20
luca-plogmann-fifa-20,sv-werder-bremen,GK,64,40,20,fifa20
ilia-gruev-fifa-20,sv-werder-bremen,CDM,61,28,20,fifa20
benjamin-goller-fifa-20,sv-werder-bremen,RW,65,39,21,fifa20
niclas-fullkrug-fifa-20,sv-werder-bremen,ST,77,11,27,fifa20
luc-ihorst-fifa-20,sv-werder-bremen,ST,62,29,20,fifa20
david-philipp-fifa-20,sv-werder-bremen,CAM,63,31,20,fifa20
julian-rieckmann-fifa-20,sv-werder-bremen,CB,59,33,19,fifa20
gabriel-fifa-20,lecce,GK,76,21,27,fifa20
andrea-rispoli-fifa-20,lecce,RB,72,29,31,fifa20
fabio-lucioni-fifa-20,lecce,RCB,72,5,32,fifa20
luca-rossettini-fifa-20,lecce,LCB,72,13,35,fifa20
marco-calderoni-fifa-20,lecce,LB,71,27,31,fifa20
zan-majer-fifa-20,lecce,RCM,69,37,27,fifa20
alessandro-deiola-fifa-20,lecce,CM,64,14,24,fifa20
antonin-barak-fifa-20,lecce,LCM,76,72,25,fifa20
marco-mancosu-fifa-20,lecce,CAM,73,8,31,fifa20
filippo-falco-fifa-20,lecce,RS,73,10,28,fifa20
gianluca-lapadula-fifa-20,lecce,LS,72,9,30,fifa20
diego-farias-fifa-20,lecce,ST,72,17,30,fifa20
khouma-babacar-fifa-20,lecce,ST,73,30,27,fifa20
brayan-vera-fifa-20,lecce,CB,59,3,21,fifa20
nehuen-paz-fifa-20,lecce,CB,69,6,28,fifa20
panagiotis-tachtsidis-fifa-20,lecce,CM,71,77,29,fifa20
yevhen-shakhov-fifa-20,lecce,CAM,72,11,29,fifa20
biagio-meccariello-fifa-20,lecce,CB,68,16,29,fifa20
cristian-dell-orco-fifa-20,lecce,CB,70,39,26,fifa20
jacopo-petriccione-fifa-20,lecce,CM,70,4,25,fifa20
mauro-vigorito-fifa-20,lecce,GK,69,22,30,fifa20
giulio-donati-fifa-20,lecce,RB,73,7,30,fifa20
riccardo-saponara-fifa-20,lecce,CAM,76,18,28,fifa20
gianmarco-chironi-fifa-20,lecce,GK,49,97,22,fifa20
sergio-herrera-fifa-20,ca-osasuna,GK,75,1,27,fifa20
nacho-vidal-fifa-20,ca-osasuna,RB,72,2,25,fifa20
aridane-fifa-20,ca-osasuna,RCB,74,23,31,fifa20
david-garcia-fifa-20,ca-osasuna,LCB,73,5,26,fifa20
pervis-estupinan-fifa-20,ca-osasuna,LB,75,30,22,fifa20
roberto-torres-fifa-20,ca-osasuna,RM,74,10,31,fifa20
oier-fifa-20,ca-osasuna,RCM,73,6,34,fifa20
darko-brasanac-fifa-20,ca-osasuna,LCM,75,20,28,fifa20
ruben-garcia-fifa-20,ca-osasuna,LM,76,14,27,fifa20
enric-gallego-fifa-20,ca-osasuna,RS,73,11,33,fifa20
adrian-lopez-fifa-20,ca-osasuna,LS,77,22,32,fifa20
fran-merida-fifa-20,ca-osasuna,CDM,75,8,30,fifa20
toni-lato-fifa-20,ca-osasuna,LB,73,15,22,fifa20
jose-arnaiz-fifa-20,ca-osasuna,LM,70,16,25,fifa20
unai-garcia-fifa-20,ca-osasuna,CB,71,4,27,fifa20
inigo-perez-fifa-20,ca-osasuna,CDM,75,21,32,fifa20
raul-navas-fifa-20,ca-osasuna,CB,75,3,32,fifa20
ezequiel-avila-fifa-20,ca-osasuna,ST,78,9,26,fifa20
rober-ibanez-fifa-20,ca-osasuna,RM,72,17,27,fifa20
marc-cardona-fifa-20,ca-osasuna,ST,74,7,25,fifa20
ruben-fifa-20,ca-osasuna,GK,73,13,36,fifa20
facundo-roncaglia-fifa-20,ca-osasuna,CB,76,12,33,fifa20
moncayola-fifa-20,ca-osasuna,CM,71,27,22,fifa20
ivan-martinez-fifa-20,ca-osasuna,GK,60,31,18,fifa20
kike-barja-fifa-20,ca-osasuna,LM,69,19,23,fifa20
endika-fifa-20,ca-osasuna,LB,62,29,23,fifa20
javi-martinez-fifa-20,ca-osasuna,ST,62,33,20,fifa20
zabarte-fifa-20,ca-osasuna,CB,61,38,21,fifa20
inaki-alvarez-fifa-20,ca-osasuna,GK,63,37,23,fifa20
juan-perez-fifa-20,ca-osasuna,GK,62,26,24,fifa20
koen-casteels-fifa-20,vfl-wolfsburg,GK,83,1,28,fifa20
kevin-mbabu-fifa-20,vfl-wolfsburg,RB,77,19,25,fifa20
robin-knoche-fifa-20,vfl-wolfsburg,RCB,77,31,28,fifa20
john-brooks-fifa-20,vfl-wolfsburg,LCB,77,25,27,fifa20
jerome-roussillon-fifa-20,vfl-wolfsburg,LB,81,15,27,fifa20
josuha-guilavogui-fifa-20,vfl-wolfsburg,RDM,80,23,29,fifa20
maximilian-arnold-fifa-20,vfl-wolfsburg,LDM,79,27,26,fifa20
renato-steffen-fifa-20,vfl-wolfsburg,RM,76,8,28,fifa20
josip-brekalo-fifa-20,vfl-wolfsburg,LM,76,7,22,fifa20
xaver-schlager-fifa-20,vfl-wolfsburg,CAM,77,24,22,fifa20
wout-weghorst-fifa-20,vfl-wolfsburg,ST,81,9,27,fifa20
daniel-ginczek-fifa-20,vfl-wolfsburg,ST,78,33,29,fifa20
paulo-otavio-fifa-20,vfl-wolfsburg,LB,68,6,25,fifa20
niklas-klinger-fifa-20,vfl-wolfsburg,GK,59,30,24,fifa20
phillip-menzel-fifa-20,vfl-wolfsburg,GK,62,36,21,fifa20
ismail-azzaoui-fifa-20,vfl-wolfsburg,LM,65,38,22,fifa20
joao-victor-fifa-20,vfl-wolfsburg,LW,75,40,26,fifa20
marin-pongracic-fifa-20,vfl-wolfsburg,CB,75,22,22,fifa20
felix-klaus-fifa-20,vfl-wolfsburg,RW,75,11,27,fifa20
admir-mehmedi-fifa-20,vfl-wolfsburg,CF,77,14,29,fifa20
pavao-pervan-fifa-20,vfl-wolfsburg,GK,73,12,32,fifa20
marcel-tisserand-fifa-20,vfl-wolfsburg,CB,74,32,27,fifa20
yannick-gerhardt-fifa-20,vfl-wolfsburg,CM,76,13,26,fifa20
iba-may-fifa-20,vfl-wolfsburg,CDM,62,44,22,fifa20
lino-kasten-fifa-20,vfl-wolfsburg,GK,59,35,19,fifa20
davide-itter-fifa-20,vfl-wolfsburg,RB,60,41,21,fifa20
camacho-fifa-20,vfl-wolfsburg,CDM,76,4,30,fifa20
william-fifa-20,vfl-wolfsburg,RB,75,2,25,fifa20
mamoudou-karamoko-fifa-20,vfl-wolfsburg,ST,64,37,20,fifa20
luca-horn-fifa-20,vfl-wolfsburg,LM,64,20,21,fifa20
jesse-joronen-fifa-20,brescia,GK,75,1,27,fifa20
stefano-sabelli-fifa-20,brescia,RB,71,2,27,fifa20
jhon-chancellor-fifa-20,brescia,RCB,70,14,28,fifa20
andrea-cistana-fifa-20,brescia,LCB,73,15,23,fifa20
ales-mateju-fifa-20,brescia,LB,69,3,24,fifa20
dimitri-bisoli-fifa-20,brescia,RCM,73,25,26,fifa20
sandro-tonali-fifa-20,brescia,CM,77,4,20,fifa20
emanuele-ndoj-fifa-20,brescia,LCM,69,6,23,fifa20
romulo-fifa-20,brescia,CAM,75,28,33,fifa20
mario-balotelli-fifa-20,brescia,RS,81,45,29,fifa20
ernesto-torregrossa-fifa-20,brescia,LS,72,11,28,fifa20
alfredo-donnarumma-fifa-20,brescia,ST,74,9,29,fifa20
simon-skrabb-fifa-20,brescia,ST,66,23,25,fifa20
daniele-gastaldello-fifa-20,brescia,CB,68,5,37,fifa20
daniele-dessena-fifa-20,brescia,CM,70,27,33,fifa20
jaromir-zmrhal-fifa-20,brescia,LM,72,8,26,fifa20
florian-aye-fifa-20,brescia,ST,71,18,23,fifa20
nikolas-spalek-fifa-20,brescia,CAM,69,7,23,fifa20
alessandro-semprini-fifa-20,brescia,RB,63,29,22,fifa20
birkir-bjarnason-fifa-20,brescia,CM,69,31,32,fifa20
enrico-alfonso-fifa-20,brescia,GK,70,22,32,fifa20
massimiliano-mangraviti-fifa-20,brescia,CB,65,19,22,fifa20
bruno-martella-fifa-20,brescia,LB,70,26,27,fifa20
andrea-papetti-fifa-20,brescia,CB,58,32,18,fifa20
lorenzo-andrenacci-fifa-20,brescia,GK,66,12,25,fifa20
mattia-viviani-fifa-20,brescia,CDM,63,24,19,fifa20
hugo-lloris-fifa-20,tottenham-hotspur,GK,87,1,33,fifa20
serge-aurier-fifa-20,tottenham-hotspur,RB,79,24,27,fifa20
davinson-sanchez-fifa-20,tottenham-hotspur,RCB,82,6,24,fifa20
toby-alderweireld-fifa-20,tottenham-hotspur,LCB,86,4,31,fifa20
ben-davies-fifa-20,tottenham-hotspur,LB,79,33,27,fifa20
giovani-lo-celso-fifa-20,tottenham-hotspur,RDM,82,18,24,fifa20
harry-winks-fifa-20,tottenham-hotspur,LDM,80,8,24,fifa20
erik-lamela-fifa-20,tottenham-hotspur,RM,80,11,28,fifa20
steven-bergwijn-fifa-20,tottenham-hotspur,LM,82,23,22,fifa20
dele-alli-fifa-20,tottenham-hotspur,CAM,83,20,24,fifa20
lucas-moura-fifa-20,tottenham-hotspur,ST,82,27,27,fifa20
tanguy-ndombele-fifa-20,tottenham-hotspur,CM,80,28,23,fifa20
ryan-sessegnon-fifa-20,tottenham-hotspur,LM,75,19,20,fifa20
heung-min-son-fifa-20,tottenham-hotspur,LM,87,7,28,fifa20
moussa-sissoko-fifa-20,tottenham-hotspur,CM,79,17,30,fifa20
harry-kane-fifa-20,tottenham-hotspur,ST,89,10,26,fifa20
juan-foyth-fifa-20,tottenham-hotspur,CB,75,21,22,fifa20
oliver-skipp-fifa-20,tottenham-hotspur,CDM,67,29,19,fifa20
jan-vertonghen-fifa-20,tottenham-hotspur,CB,85,5,33,fifa20
paulo-gazzaniga-fifa-20,tottenham-hotspur,GK,77,22,28,fifa20
japhet-tanganga-fifa-20,tottenham-hotspur,CB,69,39,21,fifa20
gedson-fernandes-fifa-20,tottenham-hotspur,CM,75,30,21,fifa20
eric-dier-fifa-20,tottenham-hotspur,CDM,78,15,26,fifa20
rodel-richards-fifa-20,tottenham-hotspur,ST,59,66,19,fifa20
troy-parrott-fifa-20,tottenham-hotspur,ST,64,52,18,fifa20
malachi-fagan-walcott-fifa-20,tottenham-hotspur,CB,59,64,18,fifa20
michel-vorm-fifa-20,tottenham-hotspur,GK,74,13,36,fifa20
harvey-white-fifa-20,tottenham-hotspur,LB,60,53,18,fifa20
j-neil-bennett-fifa-20,tottenham-hotspur,LM,59,63,18,fifa20
tariq-hinds-fifa-20,tottenham-hotspur,RB,61,57,20,fifa20
alfie-whiteman-fifa-20,tottenham-hotspur,GK,63,41,21,fifa20
jamie-bowden-fifa-20,tottenham-hotspur,CDM,60,44,19,fifa20
brooklyn-lyons-foster-fifa-20,tottenham-hotspur,CB,58,58,19,fifa20
marco-silvestri-fifa-20,hellas-verona,GK,77,1,29,fifa20
amir-rrahmani-fifa-20,hellas-verona,RCB,77,13,26,fifa20
marash-kumbulla-fifa-20,hellas-verona,CB,74,24,20,fifa20
koray-gunter-fifa-20,hellas-verona,LCB,72,21,25,fifa20
marco-davide-faraoni-fifa-20,hellas-verona,RM,75,5,28,fifa20
sofyan-amrabat-fifa-20,hellas-verona,RCM,76,34,23,fifa20
miguel-veloso-fifa-20,hellas-verona,LCM,78,4,34,fifa20
darko-lazovic-fifa-20,hellas-verona,LM,75,88,29,fifa20
valerio-verre-fifa-20,hellas-verona,RF,75,14,26,fifa20
mattia-zaccagni-fifa-20,hellas-verona,LF,74,20,25,fifa20
samuel-di-carmine-fifa-20,hellas-verona,ST,73,10,31,fifa20
fabio-borini-fifa-20,hellas-verona,LW,76,16,29,fifa20
salvatore-bocchetti-fifa-20,hellas-verona,CB,74,15,33,fifa20
eddie-salcedo-fifa-20,hellas-verona,CF,67,29,18,fifa20
emmanuel-badu-fifa-20,hellas-verona,CM,75,7,29,fifa20
claud-adjapong-fifa-20,hellas-verona,LM,69,98,22,fifa20
pawel-dawidowicz-fifa-20,hellas-verona,CB,68,27,25,fifa20
valentin-eysseric-fifa-20,hellas-verona,LW,73,8,28,fifa20
matteo-pessina-fifa-20,hellas-verona,CM,72,32,23,fifa20
giampaolo-pazzini-fifa-20,hellas-verona,ST,71,11,35,fifa20
boris-radunovic-fifa-20,hellas-verona,GK,68,96,24,fifa20
alan-empereur-fifa-20,hellas-verona,CB,66,33,26,fifa20
mariusz-stepinski-fifa-20,hellas-verona,ST,72,9,25,fifa20
luca-checchin-fifa-20,hellas-verona,CM,63,47,23,fifa20
alessandro-berardi-fifa-20,hellas-verona,GK,62,22,29,fifa20
andrea-danzi-fifa-20,hellas-verona,CM,67,25,21,fifa20
federico-dimarco-fifa-20,hellas-verona,LB,66,23,22,fifa20
manolo-reina-fifa-20,rcd-mallorca,GK,71,1,35,fifa20
joan-sastre-fifa-20,rcd-mallorca,RB,71,2,23,fifa20
martin-valjent-fifa-20,rcd-mallorca,RCB,74,24,24,fifa20
raillo-fifa-20,rcd-mallorca,LCB,73,21,28,fifa20
lumor-agbenyenu-fifa-20,rcd-mallorca,LB,71,3,23,fifa20
iddrisu-baba-fifa-20,rcd-mallorca,RDM,72,12,24,fifa20
salva-sevilla-fifa-20,rcd-mallorca,LDM,75,8,36,fifa20
takefusa-kubo-fifa-20,rcd-mallorca,RM,72,26,19,fifa20
dani-rodriguez-fifa-20,rcd-mallorca,LM,73,14,32,fifa20
juan-camilo-hernandez-fifa-20,rcd-mallorca,CAM,75,29,21,fifa20
etrit-berisha-fifa-20,spal,GK,76,99,31,fifa20
ante-budimir-fifa-20,rcd-mallorca,ST,76,22,28,fifa20
ki-sung-yueng-fifa-20,rcd-mallorca,CM,75,10,31,fifa20
sene-fifa-20,rcd-mallorca,CAM,69,4,28,fifa20
abdon-prats-fifa-20,rcd-mallorca,ST,70,9,27,fifa20
pablo-chavarria-fifa-20,rcd-mallorca,ST,72,19,32,fifa20
aleksandar-sedlar-fifa-20,rcd-mallorca,CB,72,20,28,fifa20
leonardo-koutris-fifa-20,rcd-mallorca,LB,72,18,24,fifa20
yannis-salibur-fifa-20,rcd-mallorca,RM,74,16,29,fifa20
alex-pozo-fifa-20,rcd-mallorca,LM,70,7,21,fifa20
francesco-vicari-fifa-20,spal,RCB,72,23,25,fifa20
felipe-fifa-20,spal,CB,72,27,35,fifa20
nenad-tomovic-fifa-20,spal,LCB,71,40,32,fifa20
mirko-valdifiori-fifa-20,spal,CDM,72,6,34,fifa20
lago-junior-fifa-20,rcd-mallorca,LM,75,11,29,fifa20
fabricio-fifa-20,rcd-mallorca,GK,74,13,32,fifa20
fran-gamez-fifa-20,rcd-mallorca,RB,69,15,28,fifa20
aleix-febas-fifa-20,rcd-mallorca,CM,74,23,24,fifa20
elias-ramirez-fifa-20,rcd-mallorca,GK,62,28,21,fifa20
aleksandar-trajkovski-fifa-20,rcd-mallorca,CAM,70,17,27,fifa20
marc-pedraza-fifa-20,rcd-mallorca,CDM,70,6,33,fifa20
xisco-campos-fifa-20,rcd-mallorca,CB,68,5,38,fifa20
miquel-parera-fifa-20,rcd-mallorca,GK,67,25,24,fifa20
rui-silva-fifa-20,granada-cf,GK,78,1,26,fifa20
marco-d-alessandro-fifa-20,spal,RM,69,77,29,fifa20
alessandro-murgia-fifa-20,spal,RCM,72,11,23,fifa20
simone-missiroli-fifa-20,spal,LCM,74,7,34,fifa20
arkadiusz-reca-fifa-20,spal,LM,66,13,25,fifa20
andrea-petagna-fifa-20,spal,RS,78,37,25,fifa20
victor-diaz-fifa-20,granada-cf,RB,75,16,32,fifa20
domingos-duarte-fifa-20,granada-cf,RCB,75,22,25,fifa20
vallejo-fifa-20,granada-cf,LCB,76,20,23,fifa20
carlos-neva-fifa-20,granada-cf,LB,73,15,24,fifa20
yangel-herrera-fifa-20,granada-cf,RDM,72,21,22,fifa20
maxime-gonalons-fifa-20,granada-cf,LDM,76,4,31,fifa20
puertas-fifa-20,granada-cf,RM,75,10,28,fifa20
darwin-machis-fifa-20,granada-cf,LM,76,23,27,fifa20
carlos-fernandez-fifa-20,granada-cf,CAM,75,24,24,fifa20
soldado-fifa-20,granada-cf,ST,76,9,35,fifa20
montoro-fifa-20,granada-cf,CDM,77,19,32,fifa20
antonin-fifa-20,granada-cf,ST,67,18,20,fifa20
federico-di-francesco-fifa-20,spal,LS,76,31,26,fifa20
strefezza-fifa-20,spal,LW,64,21,23,fifa20
lucas-castro-fifa-20,spal,CM,76,19,31,fifa20
thiago-cionek-fifa-20,spal,CB,71,4,34,fifa20
bartosz-salamon-fifa-20,spal,CB,70,66,29,fifa20
mattia-valoti-fifa-20,spal,CM,69,8,26,fifa20
jacopo-sala-fifa-20,spal,RB,71,26,28,fifa20
alberto-cerri-fifa-20,spal,ST,72,9,24,fifa20
kevin-bonifazi-fifa-20,spal,CB,71,41,24,fifa20
nuha-fifa-20,granada-cf,ST,68,32,27,fifa20
ismail-koybasi-fifa-20,granada-cf,LB,72,11,31,fifa20
ramon-azeez-fifa-20,granada-cf,CDM,74,12,27,fifa20
alex-martinez-fifa-20,granada-cf,LB,73,3,29,fifa20
fede-vico-fifa-20,granada-cf,CAM,75,14,26,fifa20
vadillo-fifa-20,granada-cf,RM,74,7,25,fifa20
aaron-fifa-20,granada-cf,GK,67,13,24,fifa20
german-fifa-20,granada-cf,CB,77,6,33,fifa20
gil-dias-fifa-20,granada-cf,LM,72,17,23,fifa20
dimitri-foulquier-fifa-20,granada-cf,RM,74,2,27,fifa20
unai-etxebarria-fifa-20,granada-cf,GK,63,35,23,fifa20
neyder-lozano-fifa-20,granada-cf,CB,67,25,26,fifa20
quini-fifa-20,granada-cf,LB,71,26,30,fifa20
sergio-floccari-fifa-20,spal,ST,72,10,38,fifa20
karlo-letica-fifa-20,spal,GK,71,25,23,fifa20
ervin-zukanovic-fifa-20,spal,CB,72,87,33,fifa20
bryan-dabo-fifa-20,spal,CM,74,14,28,fifa20
mohamed-fares-fifa-20,spal,LM,71,93,24,fifa20
demba-thiam-fifa-20,spal,GK,53,22,22,fifa20
georgi-tunjov-fifa-20,spal,CM,57,96,19,fifa20
martinez-fifa-20,granada-cf,CB,69,5,27,fifa20
yan-brice-eteki-fifa-20,granada-cf,CDM,72,8,22,fifa20
goncalo-tavares-fifa-20,granada-cf,RB,65,28,23,fifa20
fran-serrano-fifa-20,granada-cf,CB,61,27,25,fifa20
pepe-sanchez-fifa-20,granada-cf,CB,61,39,20,fifa20
mario-fifa-20,granada-cf,LM,61,31,23,fifa20
joao-costa-fifa-20,granada-cf,GK,66,34,24,fifa20
diego-lopez-fifa-20,rcd-espanyol,GK,79,13,38,fifa20
ivan-cuellar-fifa-20,cd-leganes,GK,77,1,36,fifa20
javi-lopez-fifa-20,rcd-espanyol,RB,75,16,34,fifa20
bernardo-espinosa-fifa-20,rcd-espanyol,RCB,75,20,31,fifa20
leandro-cabrera-fifa-20,rcd-espanyol,LCB,79,18,28,fifa20
didac-vila-fifa-20,rcd-espanyol,LB,75,17,31,fifa20
david-lopez-fifa-20,rcd-espanyol,RDM,78,15,30,fifa20
marc-roca-fifa-20,rcd-espanyol,LDM,78,21,23,fifa20
embarba-fifa-20,rcd-espanyol,RM,76,23,28,fifa20
roberto-rosales-fifa-20,cd-leganes,RWB,76,16,31,fifa20
aitor-fifa-20,levante-ud,GK,80,13,29,fifa20
jorge-miramon-fifa-20,levante-ud,RB,75,20,31,fifa20
ruben-vezo-fifa-20,levante-ud,RCB,78,14,26,fifa20
postigo-fifa-20,levante-ud,LCB,75,15,31,fifa20
tono-garcia-fifa-20,levante-ud,LB,75,3,30,fifa20
morales-fifa-20,levante-ud,RM,81,11,32,fifa20
sergi-darder-fifa-20,rcd-espanyol,LM,80,10,26,fifa20
de-tomas-fifa-20,rcd-espanyol,RS,79,11,25,fifa20
jonathan-calleri-fifa-20,rcd-espanyol,LS,77,12,26,fifa20
melendo-fifa-20,rcd-espanyol,RM,80,14,22,fifa20
wu-lei-fifa-20,rcd-espanyol,ST,79,7,28,fifa20
adria-pedrosa-fifa-20,rcd-espanyol,LB,74,3,22,fifa20
sebastien-corchia-fifa-20,rcd-espanyol,RB,74,28,29,fifa20
iturraspe-fifa-20,rcd-espanyol,CM,76,8,31,fifa20
facundo-ferreyra-fifa-20,rcd-espanyol,ST,75,9,29,fifa20
calero-fifa-20,rcd-espanyol,CB,78,24,24,fifa20
matias-vargas-fifa-20,rcd-espanyol,LW,76,22,23,fifa20
oier-fifa-20,rcd-espanyol,GK,74,25,30,fifa20
victor-gomez-fifa-20,rcd-espanyol,RB,70,34,20,fifa20
naldo-fifa-20,rcd-espanyol,CB,77,5,31,fifa20
victor-sanchez-fifa-20,rcd-espanyol,CM,77,4,32,fifa20
bustinza-fifa-20,cd-leganes,RCB,76,3,28,fifa20
kenneth-omeruo-fifa-20,cd-leganes,CB,75,4,26,fifa20
dimitrios-siovas-fifa-20,cd-leganes,LCB,76,22,31,fifa20
jonathan-silva-fifa-20,cd-leganes,LWB,74,5,26,fifa20
oscar-fifa-20,cd-leganes,RM,73,27,22,fifa20
roque-mesa-fifa-20,cd-leganes,RCM,79,6,31,fifa20
recio-fifa-20,cd-leganes,LCM,75,8,29,fifa20
kevin-rodrigues-fifa-20,cd-leganes,LM,74,24,26,fifa20
guido-carrillo-fifa-20,cd-leganes,ST,75,18,29,fifa20
ruben-perez-fifa-20,cd-leganes,CM,75,21,31,fifa20
rodri-tarin-fifa-20,cd-leganes,CB,70,15,24,fifa20
bryan-gil-fifa-20,cd-leganes,LW,66,26,19,fifa20
aitor-ruibal-fifa-20,cd-leganes,ST,68,19,24,fifa20
roger-assale-fifa-20,cd-leganes,ST,75,20,26,fifa20
alexander-szymanowski-fifa-20,cd-leganes,LM,75,11,31,fifa20
ibrahim-amadou-fifa-20,cd-leganes,CDM,76,23,27,fifa20
eraso-fifa-20,cd-leganes,CAM,74,17,30,fifa20
guerrero-fifa-20,cd-leganes,ST,73,9,30,fifa20
soriano-fifa-20,cd-leganes,GK,70,13,22,fifa20
campana-fifa-20,levante-ud,RCM,80,24,27,fifa20
nikola-vukcevic-fifa-20,levante-ud,LCM,75,17,28,fifa20
enis-bardhi-fifa-20,levante-ud,LM,78,10,25,fifa20
roger-fifa-20,levante-ud,RS,78,9,29,fifa20
borja-mayoral-fifa-20,levante-ud,LS,77,21,23,fifa20
rochina-fifa-20,levante-ud,CM,77,16,29,fifa20
koke-vegas-fifa-20,levante-ud,GK,70,1,24,fifa20
ivan-lopez-fifa-20,levante-ud,RB,71,2,26,fifa20
rober-fifa-20,levante-ud,CB,74,4,25,fifa20
adrian-lopez-fifa-20,rcd-espanyol,GK,64,27,21,fifa20
campuzano-fifa-20,rcd-espanyol,ST,70,31,23,fifa20
pipa-fifa-20,rcd-espanyol,RM,69,2,22,fifa20
kevin-soni-fifa-20,rcd-espanyol,CAM,67,36,22,fifa20
mohamed-ezzarfani-fifa-20,rcd-espanyol,RM,66,29,22,fifa20
nico-melamed-fifa-20,rcd-espanyol,CAM,62,33,19,fifa20
pol-lozano-fifa-20,rcd-espanyol,CM,64,26,20,fifa20
iago-indias-fifa-20,rcd-espanyol,CB,61,32,24,fifa20
ricard-pujol-fifa-20,rcd-espanyol,LB,60,37,22,fifa20
andres-prieto-fifa-20,rcd-espanyol,GK,67,1,26,fifa20
ruben-blanco-fifa-20,rc-celta,GK,76,13,24,fifa20
marc-navarro-fifa-20,cd-leganes,RB,73,2,25,fifa20
chidozie-awaziem-fifa-20,cd-leganes,CB,74,12,23,fifa20
lombo-fifa-20,cd-leganes,GK,60,35,21,fifa20
aviles-fifa-20,cd-leganes,RM,65,33,22,fifa20
ivi-lopez-fifa-20,cd-leganes,CB,60,28,21,fifa20
aymane-mourid-fifa-20,cd-leganes,CDM,59,29,20,fifa20
dani-plomer-fifa-20,cd-leganes,LM,59,31,21,fifa20
mario-fifa-20,cd-leganes,LB,58,32,21,fifa20
andre-grandi-fifa-20,cd-leganes,GK,65,30,23,fifa20
